NOME,RUA,NUMERO,BAIRRO,CIDADE,CEP,LATITUDE,LONGITUDE,CNPJ,PRECO MEDIO,VALOR MINIMO,CATEGORIA,AVALIACAO,TEMPO ENTREGA,VALOR ORIGINAL,SUPER RESTAURANTE
Italak's Lanches,Rua Jasmim,68,Jardim Odete,ITAQUAQUECETUBA,08598270,-23.466465,-46.329171,60758332000161,$,20,Hambúrguer,0.0,49,8.99,NÃO
Hortifruti Ferraz,Rua Félix Mazzuuca,79,Vila Romanópolis,FERRAZ DE VASCONCELOS,08500025,-23.541756,-46.369331,39158319000185,$,10,Brasileira,4.8,0,,NÃO
Japa San,Avenida Amazonas,155,Barbosas,ARUJA,07402090,-23.395617,-46.318456,48984526000180,$,20,Japonesa,4.6,0,,NÃO
Mylla Doces & Bolos,Rua Fenix,169,Jardim Luciana,ITAQUAQUECETUBA,08575710,-23.500729,-46.353479,,$,17,Doces & Bolos,0.0,47,7.99,NÃO
R&m Açai,Rua Mogi Mirim,9,Cuiabá,ITAQUAQUECETUBA,08591651,-23.445229,-46.299747,64234097000180,$,20,Congelados,5.0,0,,NÃO
Delícias da Neide!,Rua Mirandópolis,807,Parque Recanto Mônica,ITAQUAQUECETUBA,08592000,-23.468954,-46.291914,,$,20,Salgados,0.0,0,,NÃO
Container Pasta & Burguer,Avenida João Manoel,1080,Centro,ARUJA,07400650,-23.396259,-46.333367,20460263000190,$,10,Hambúrguer,4.7,0,,NÃO
Baby Pinheirinho Sorvetes e Açaí,Estrada Pinheirinho Suzano,2101,Parque Recanto Mônica,ITAQUAQUECETUBA,08593000,-23.488415,-46.295089,26767300000275,$,20,Sorvetes,0.0,0,,NÃO
Rei da Coxinha,Avenida João Manoel,420,Centro,ARUJA,07400610,-23.394485,-46.326535,63537899000104,$,8,Brasileira,5.0,0,,NÃO
"Star, Bar & Petiscaria, Restaurante",Estrada do Pinheirinho Velho,2157,Parque Residencial Marengo,ITAQUAQUECETUBA,08594000,-23.480814,-46.297997,52860717000107,$,15,Marmita,0.0,0,,NÃO
Alakoro lanches ,Rua Casa Branca,18,Jardim Piatã B,MOGI DAS CRUZES,08774450,-23.463579,-46.274283,15418162000111,$,15,Cozinha Rápida,0.0,0,,NÃO
Ardendrag Lanches & Cia -,Estrada Presidente Juscelino Kubitschek de Oliveira,3000,Parque São Miguel,GUARULHOS,07260000,-23.452567,-46.406602,45630785000114,$,10,Lanches,0.0,0,,NÃO
Tá Prontinha,Rua Santo Antonio,966,Cidade Nova Arujá,ARUJA,07411405,-23.404606,-46.346354,63876711000144,$,10,Congelados,0.0,0,,NÃO
Criarts Doces e Salgados ,Estrada do Caminho Velho,695,Jardim Nova Cidade,GUARULHOS,07252312,-23.440713,-46.400422,37927715000102,$,10,Doces & Bolos,4.8,0,,NÃO
Sabor em Camadas,Rua da Fama,16,Jardim do Algarve,ITAQUAQUECETUBA,08572682,-23.501603,-46.347615,54061683000116,$,10,Doces & Bolos,0.0,46,7.99,NÃO
Juna Sushi,Rua Vitória Regia,36,Jardim Odete,ITAQUAQUECETUBA,08598210,-23.464295,-46.328253,34609381000122,$,25,Japonesa,0.0,49,8.99,NÃO
Pingo Japa,Rua Thomaz Félix dos Santos,325,Jardim Félix e Milton,ITAQUAQUECETUBA,08593085,-23.4831,-46.286621,55146668000133,$,10,Japonesa,0.0,0,,NÃO
Franguito,Rua Bela Vista,3,Jardim Normandia,GUARULHOS,07252085,-23.441302,-46.399261,46058225000108,$,10,Brasileira,0.0,76,22.99,NÃO
Pizzaria San Remo Aruja,Avenida Amazonas,130,Barbosas,ARUJA,07402090,-23.395885,-46.318596,11399645000165,$,25,Pizza,4.7,0,,NÃO
Jota Burgers,Avenida Norte Sul,110,Sítio São Francisco,GUARULHOS,07261490,-23.453199,-46.399463,55595548000113,$,20,Lanches,0.0,0,,NÃO
Hot Dog do Igor,Avenida Rochedo de Minas,229,Parque Viviane,ITAQUAQUECETUBA,08582005,-23.449924,-46.361155,,$,0,Lanches,5.0,40,10,NÃO
Griletto - Bonsucesso,Estrada Presidente Juscelino Kubitschek de Oliveira,5308,Jardim Albertina,GUARULHOS,07252000,-23.434272,-46.403658,07893814000141,$$$,20,Brasileira,4.7,0,,NÃO
"Fome Zero - Lanche artesanal, Hot Dog & Porção",Rua Duque de Caxias,444,Centro,ITAQUAQUECETUBA,08570010,-23.478833,-46.357361,59785583000156,$,15,Lanches,4.5,88,4.99,NÃO
Ibiza Food & Bar,Rua João Pessoa,553,Parque Jandaia,GUARULHOS,07261040,-23.458362,-46.404534,62065223000194,$,10,Lanches,5.0,0,,NÃO
Los Pollos Hermanos,RUA MARIA QUITERIA,515,JARDIM KARINE,ITAQUAQUECETUBA,08579470,-23.464479,-46.380923,,$,20,Brasileira,0.0,55,16.99,NÃO
Pedi Lanches Aki,Rua Bela Vista,14,Jardim Normandia,GUARULHOS,07252085,-23.441988,-46.399362,54191728000177,$,15,Lanches,0.0,0,,NÃO
Castelo Burger Hamburgueria,Rua Padre Bento,92,Jardim Carolina,ITAQUAQUECETUBA,08588320,-23.433745,-46.324159,60548759000135,$,20,Lanches,0.0,0,,NÃO
Lollipop Confeitaria,Av. Norte e Sul,297,Conj. Marcos Freire,GUARULHOS,07263600,-23.461408,-46.403243,50139025000149,$,10,Doces & Bolos,0.0,0,,NÃO
Açaiteria Sollevami,Estrada Presidente Juscelino Kubitschek de Oliveira,3000,Jardim Albertina,GUARULHOS,07252000,-23.44396,-46.40809,36744683000139,$,10,Açaí,0.0,0,,NÃO
Jf Dogueria&hambúrgueria,Rua dos Vereadores,269,Jardim Maria Eliza,ITAQUAQUECETUBA,08580490,-23.456926,-46.344105,,$,0,Lanches,0.0,75,7,NÃO
Paraíso do Açaí,RUA OTHELO MELECKCEVISKS,60,CENTER VILLE,ARUJA,07401080,-23.38872,-46.325405,12545838000140,$$,0,Açaí,4.9,0,,NÃO
Rita Bolos,Rua Regina Célia Gomes Alvarenga,35,CDHU Fazenda Albor,ARUJA,07432121,-23.420898,-46.361575,32806156000150,$,15,Doces & Bolos,0.0,0,,NÃO
D&D Açaí - O Melhor de Guarulhos,Avenida River,465,Água Chata,GUARULHOS,07251370,-23.441829,-46.389215,64388336000156,$,10,Açaí,0.0,0,,NÃO
Pielice Confeitaria e Cafe,Rua Procópio Ferreira,19,Parque Piratininga,ITAQUAQUECETUBA,08583660,-23.436485,-46.382839,36543215000104,$,20,Doces & Bolos,5.0,0,,NÃO
P&c Gourmet Doces e Salgados,Rua Fernando Namora,820,Parque Piratininga,ITAQUAQUECETUBA,08583410,-23.438868,-46.382539,,$,10,Salgados,0.0,0,,NÃO
Jl Tapiocas e Lanches,Rua Joaquim Paulo Cabral,89,Jardim Ipê,ITAQUAQUECETUBA,08580710,-23.44468,-46.347146,38273978000108,$,10,Lanches,0.0,52,12.99,NÃO
Dalance bolos caseiros ,Rua Caudilho,134,Cidade Tupinambá,GUARULHOS,07263345,-23.466116,-46.407533,47905016000107,$,20,Doces & Bolos,5.0,0,,NÃO
Parmeggio - Outlet Premium Grande Sp,ESTRADA DE SAO BENTO,9550,JARDIM JOSELY,ITAQUAQUECETUBA,08590315,-23.432685,-46.272491,55704691000104,$,20,Brasileira,4.7,0,,NÃO
Padaria real parque,Rua Jardim Repouso São Francisco,105,Parque Maria Helena,GUARULHOS,07261000,-23.451966,-46.398916,44551474000105,$,20,Padaria,0.0,0,,NÃO
America Burguers House,Rua: José alexandrino de Moraes,209,Jardim América,ITAQUAQUECETUBA,08584090,-23.42343,-46.34902,32352549000131,$,8,Lanches,0.0,0,,NÃO
P.a Cantinho do Sabor,Rua José Lins do Rego,241,Parque Residencial Marengo,ITAQUAQUECETUBA,08594610,-23.483401,-46.298501,57751763000191,$,12,Brasileira,0.0,0,,NÃO
Cantinho do Acaraje,Rua dos Limoeiros,27,Vila Itaquassu,ITAQUAQUECETUBA,08588120,-23.438422,-46.321571,56920378000168,$,15,Brasileira,0.0,0,,NÃO
Feito na Panela,Avenida Vereador João Fernandes da Silva,902,Vila Virgínia,ITAQUAQUECETUBA,08576000,-23.49011,-46.354401,26330281000134,$,10,Congelados,0.0,43,4.99,NÃO
Armazém dos Salgados,Rua Monte Alto,190,Tipoia,ITAQUAQUECETUBA,08577130,-23.480017,-46.360126,50334420000182,$,10,Salgados,0.0,44,6.99,NÃO
Restaurante Marmitex Sabor Caseiro ,RUA AMAPA,116,VILA ERCILIA,ITAQUAQUECETUBA,08572800,-23.505157,-46.344421,37008631000167,$,0,Brasileira,0.0,20,0,NÃO
Salgateria  Ferraz,Estrada Ribeiro,41,Ribeiro,ITAQUAQUECETUBA,08590500,-23.439294,-46.278506,,$,17,Salgados,5.0,0,,NÃO
Asher Café,Rua Euclídes da Cunha,88,Vila Flora Regina,ARUJA,07400520,-23.397525,-46.320424,58679097000190,$,20,Cafeteria,4.7,0,,NÃO
Wg Salgados e Açaí,Rua Gentio do Ouro,260,Cidade Tupinambá,GUARULHOS,07263130,-23.462653,-46.409858,53975275000107,$,20,Salgados,4.9,0,,NÃO
"Bolos,docinhos, pirulito de chocolate",Rua dos Vereadores,367,Jardim Maria Eliza,ITAQUAQUECETUBA,08580490,-23.457108,-46.342408,37742267000164,$,30,Brasileira,0.0,85,8,NÃO
May Mendes Confeitaria,Rua Nair Nascimento de Oliveira,81,Cidade Miguel Badra,SUZANO,08690145,-23.494974,-46.32013,53602384000189,$,15,Doces & Bolos,5.0,33,12.99,NÃO
61.568.835 Edilene Maia Costa de Lima,Rua São Francisco,448,Quinta da Boa Vista (Residencial),ITAQUAQUECETUBA,08597565,-23.45871,-46.320958,61568835000137,$,0,Brasileira,0.0,0,,NÃO
Delicias da Lola,Rua Maria do Carmo Borges Lingeardi,415,Cidade Miguel Badra,SUZANO,08690055,-23.498492,-46.311823,41707701000142,$,10,Açaí,0.0,56,17.99,NÃO
Gotas D'queijo,Avenida Jurema,1065,Parque Jurema,GUARULHOS,07244000,-23.444651,-46.408608,45765268000152,$,18,Hambúrguer,0.0,0,,NÃO
Steak & Burger House Restaurante,Rua Silvia Teles,399,Jardim São Manoel,ITAQUAQUECETUBA,08580550,-23.45628,-46.346651,42647831000957,$,35,Lanches,4.3,112,0,NÃO
Açaí Supremier,Rua Ribeirópolis,312,Jardim Santa Maria,GUARULHOS,07273240,-23.456824,-46.42074,55050077000168,$,30,Açaí,4.8,0,,NÃO
Restaurante Quatro Anjos,Avenida Jaguari,323,Cidade Boa Vista,SUZANO,08693010,-23.500029,-46.30494,20496880000146,$,10,Marmita,0.0,0,,NÃO
Street Batatas Recheadas,Rua João Batista Pedroso,102,Residencial Flamboyant,ITAQUAQUECETUBA,08588145,-23.438298,-46.324832,61456987000148,$,20,Brasileira,0.0,0,,NÃO
"Jeny Doces, Bolos e Sobremesas Confeitaria",Rua Witmorsum,175,Jardim Santa Maria,GUARULHOS,07273200,-23.453679,-46.422219,50556519000129,$,15,Doces & Bolos,4.9,0,,NÃO
Jooy Salgados,Rua Mirassol,174,Vila Gepina,ITAQUAQUECETUBA,08577200,-23.481396,-46.363891,57335857000180,$,25,Lanches,0.0,44,6.99,NÃO
Cuscuzeria Pai e Filho,Rua Primeiro de Maio,648,Estação,ITAQUAQUECETUBA,08571050,-23.485057,-46.342784,42642482000123,$,10,Brasileira,0.0,44,6.99,NÃO
Extralanche244,Rua Xique Xique,244,Jardim Ferrão,GUARULHOS,07252145,-23.450391,-46.404459,59418075000130,$,30,Lanches,0.0,0,,NÃO
Brutus Açaíteria,Estrada de São Bento,1114,Jardim Altos de Itaquá,ITAQUAQUECETUBA,08598385,-23.463654,-46.324625,42356012000101,$,20,Açaí,0.0,49,10.99,NÃO
Lakavia,Rua Major Benjamin Franco,294,Vila Flora Regina,ARUJA,07400165,-23.39594,-46.326523,63644517000133,$,29,Brasileira,0.0,0,,NÃO
Pizzaria paineira JM,Estrada Antônio Cordeiro Rosa,2013,Jardim Paineira,ITAQUAQUECETUBA,08581020,-23.456661,-46.359188,42485166000195,$,20,Pizza,5.0,45,7,NÃO
Japastel - Pimentas,RUA JARARATUBA,33,JARDIM NORMANDIA,GUARULHOS,07252070,-23.44726,-46.401482,26373793000188,$,20,Japonesa,4.7,0,,NÃO
Smash Burguer el Capone,Avenida Vereador João Fernandes da Silva,1088,Vila Virgínia,ITAQUAQUECETUBA,08576000,-23.491775,-46.35574,51854927000120,$,10,Lanches,0.0,43,4.99,NÃO
Mary Doces/salgados/lanches,Rua Torres,36,Jardim Miray,ITAQUAQUECETUBA,08574487,-23.502391,-46.361954,41221661000124,$,15,Doces & Bolos,0.0,0,,NÃO
Mimos Cestas,Travessa Casemiro de Abreu,37,Vila Maria Augusta,ITAQUAQUECETUBA,08570325,-23.474156,-46.353931,,$,60,Doces & Bolos,0.0,44,6.99,NÃO
Empório Chocolates,Rua José dos Santos,104,Cidade Miguel Badra,SUZANO,08690170,-23.495591,-46.317313,47635127000140,$,10,Doces & Bolos,4.9,36,15.99,NÃO
The King Of Cuscuz,Rua Serra do Norte,14,Jardim Paineira,ITAQUAQUECETUBA,08581110,-23.456274,-46.353894,,$,10,Brasileira,0.0,55,7,NÃO
Casa do Hot Roll,Rua Charles Miars Cooper,213,Parque Maria Helena,GUARULHOS,07261130,-23.450768,-46.402401,49665369000102,$,20,Japonesa,0.0,0,,NÃO
Pastel Dona Ne,Rua Comendadeira Leila Nabhan Nazzarro,429,Cidade Kemel,ITAQUAQUECETUBA,08575220,-23.498205,-46.36782,,$,25,Pastel,5.0,30,6,NÃO
Coxinhas da Vovó,Estrada São Joaquim da Barra,856,Parque Piratininga II,ITAQUAQUECETUBA,08583802,-23.436158,-46.374907,,$,15,Brasileira,0.0,0,,NÃO
Rapchef Arujá Marmitas Congeladas,Rua San Genaro,220,Parque Residencial Califórnia,ITAQUAQUECETUBA,08584280,-23.424993,-46.346955,48584606000148,$,10,Marmita,0.0,0,,NÃO
Bob Burgue,Rua das Petúnias,93,Jardim Adriana,ITAQUAQUECETUBA,08582133,-23.449978,-46.355282,46816508000163,$,18,Lanches,0.0,0,,NÃO
Burguer Ff,Rua Tatsuo Kawana,201,Água Chata,GUARULHOS,07251195,-23.441279,-46.395613,60033178000160,$,15,Lanches,0.0,0,,NÃO
Nogueira's Pizza e Burger,Estrada Pinheirinho Suzano,3233,Parque Recanto Mônica,ITAQUAQUECETUBA,08593000,-23.474277,-46.296355,47845349000198,$,20,Pizza,5.0,0,,NÃO
Restaurante Luz do Dia,Avenida Marginal Direita,29,Jardim Nova Cidade,GUARULHOS,07252310,-23.446889,-46.403902,39399268000183,$,2,Brasileira,4.7,0,,NÃO
J J Burguer - Lanches,Rua Doutor Jarbas Tupinambá,365,Cidade Tupinambá,GUARULHOS,07263040,-23.464551,-46.411819,38186230000160,$,15,Lanches,4.6,0,,NÃO
Rodrigues Burguer,Rua Mário Antunes Maciel Ramos,133,Cidade Kemel,SAO PAULO,08130070,-23.507139,-46.368293,45061202000181,$,20,Lanches,0.0,49,8.99,NÃO
Toka do Custódio - Lanches e Açaí,Rua Pérola Negra,227,Cidade Tupinambá,GUARULHOS,07263150,-23.464611,-46.407396,28928417000138,$$,20,Lanches,4.3,0,,NÃO
Boca Doce,Rua Amazonas,623,Jardim do Algarve,ITAQUAQUECETUBA,08572680,-23.501384,-46.341742,,$,0,Doces & Bolos,0.0,46,7.99,NÃO
Sabor de Verão - Marmitex ,R. Quatia,12,Jardim Tropical,ITAQUAQUECETUBA,08582670,-23.451509,-46.366461,55198518000173,$,25,Sorvetes,0.0,50,10.99,NÃO
Confeitaria Gomes,Avenida do Contorno,335,Jardim Normandia,GUARULHOS,07252015,-23.448632,-46.40664,59679229000147,$,20,Brasileira,0.0,0,,NÃO
Bolos Doces,Rua Balbinos,270,Vila Arizona,ITAQUAQUECETUBA,08575570,-23.50062,-46.362665,,$,25,Doces & Bolos,0.0,46,7.99,NÃO
Delícias no Pote Levis,Rua Jardim Repouso São Francisco,317,Parque Maria Helena,GUARULHOS,07261000,-23.452307,-46.402233,26261740000175,$,0,Açaí,4.9,0,,NÃO
Smash Punch Burger,Avenida Joaquim Manoel de Macedo,11,Parque Residencial Marengo,ITAQUAQUECETUBA,08594500,-23.482435,-46.2988,39971162000102,$,10,Lanches,0.0,0,,NÃO
101 Coxinhas - Terminal,Estrada Juscelino Kubtischek de Oliveira,4413,albertina,GUARULHOS,07252000,-23.440745,-46.407893,33942816000274,$,29,Salgados,4.6,0,,NÃO
Padaria União,Rua Marcelino Fernandes,914,Monte Belo,ITAQUAQUECETUBA,08577600,-23.490646,-46.372376,13863767000196,$,15,Padaria,4.9,50,4.99,NÃO
O Rei do Frango Assado Piratininga,Rua Francisco Otaviano,200,Parque Piratininga,ITAQUAQUECETUBA,08583470,-23.439594,-46.38415,43214011000187,$,20,Brasileira,5.0,0,,NÃO
Lucca Doces e Bolos,Rua Uruana,175,Jardim Violeta,POA,08555500,-23.508739,-46.34843,17904162000157,$,10,Doces & Bolos,0.0,47,7.99,NÃO
Caldos da Nanda,Avenida Capitão Francisco Inácio,219,Centro,POA,08551150,-23.525258,-46.34592,24746833000164,$,18,Sopas & Caldos,4.8,51,13.99,NÃO
Xique Cuscuz,R. São Bento,22,Quinta da Boa Vista (Residencial),ITAQUAQUECETUBA,08597624,-23.461831,-46.321562,,$,16,Nordestina,0.0,50,10.99,NÃO
Restaurante Jeova Jireh,Rua das Ameixeiras,35,Jardim Mossapyra,ITAQUAQUECETUBA,08588030,-23.442809,-46.324012,30796061000178,$,25,Marmita,4.9,0,,NÃO
Juliana Silva Goes Barboza,Rua Murilo de Matos Farias,246,Cidade Boa Vista,SUZANO,08693060,-23.497819,-46.306661,,$,0,Açaí,0.0,0,,NÃO
Açaí Hits,R. Pedro Américo,135,Vila Maria Augusta,ITAQUAQUECETUBA,08570300,-23.473896,-46.353585,,$,10,Açaí,0.0,45,6.99,NÃO
Taina da Silva,Rua Fernando Namora,423,Parque Piratininga,ITAQUAQUECETUBA,08583410,-23.441514,-46.381811,,$,20,Brasileira,0.0,0,,NÃO
Berleone Confeitaria,Avenida Vital Brasil,935,Vila Monteiro,POA,08557505,-23.512515,-46.34429,48499375000174,$,18,Doces & Bolos,4.9,30,8.99,NÃO
Paraíso do Açaí,Rua Cambará Orli,901,Jardim Aracare,ITAQUAQUECETUBA,08574150,-23.5052,-46.358145,58348389000140,$,14,Açaí,5.0,87,8.99,NÃO
Delicias do Reino,Avenida Miguel Badra,2357,Cidade Miguel Badra,SUZANO,08690010,-23.494576,-46.320851,50879650000127,$,22,Salgados,4.8,0,,NÃO
Burger Champions Hambúrguer Artesanal ,Rua das Flores,207,Residencial Pamela,ITAQUAQUECETUBA,08596270,-23.475482,-46.321584,,$,20,Lanches,4.8,51,12.99,NÃO
Assados Daniel,Rua Cambuci,28,Jardim Odete,ITAQUAQUECETUBA,08598372,-23.46866,-46.328665,,$,0,Brasileira,0.0,49,8.99,NÃO
Império dos Lanches,Rua Wilson Anastácio,92,Jardim Nápoli,ITAQUAQUECETUBA,08595430,-23.470603,-46.302227,28194169000149,$,20,Lanches,0.0,0,,NÃO
Japa Delivery,Rua Argentina,170,Jardim America,POA,08555640,-23.510943,-46.353382,51073547000158,$$$$,20,Japonesa,0.0,49,10.99,NÃO
Cantinho do Açai,Avenida Itaquaquecetuba,226,Vila Monte Belo,ITAQUAQUECETUBA,08577210,-23.481201,-46.364671,41716576000137,$,12,Açaí,4.9,55,0,NÃO
Doce da Sorte - Doces Artesanais,RUA PARAISOPOLIS,78,RESIDENCIAL PALMAS DE ITAQUA,ITAQUAQUECETUBA,08598680,-23.469021,-46.320937,62301461000151,$,10,Doces & Bolos,0.0,50,10.99,NÃO
Churrascaria dos Gouvêa,Rua Jacareí,1066,Jardim Valparaíso,ITAQUAQUECETUBA,08577805,-23.493347,-46.366771,18003105000160,$,10,Marmita,4.8,60,4,NÃO
D' Villa Burguer's,Rua Barão de Aguiar Vallim,92,Jardim Medina,POA,08556340,-23.51346,-46.347794,36879568000171,$,20,Hambúrguer,0.0,40,4,NÃO
"Ju Massas, Bolos e Salgados",Rua Vinte,23,Parque Rodrigo Barreto,ARUJA,07417275,-23.377639,-46.334384,46322752000170,$,20,Doces & Bolos,5.0,0,,NÃO
Pizzaria Giardino di San Marco - Antiga San Marco,Rua Jurandir Sanches Maiolino,20,Vila Pedroso,ARUJA,07434310,-23.412331,-46.321859,62498977000138,$,20,Pizza,5.0,0,,NÃO
Suelen Delgado dos Santos,Avenida Industrial,918,Parque São Pedro,ITAQUAQUECETUBA,08586150,-23.443686,-46.332555,,$,10,Cafeteria,0.0,0,,NÃO
"Bolo, doces e salgados ""Sabrina""",Rua São José,45,Jardim Rincão,ARUJA,07400405,-23.402164,-46.31847,48046740000195,$,10,Doces & Bolos,4.9,0,,NÃO
Ponto a Espetinho,Rua Guaxupé,190,Jardim Sao Paulo,ITAQUAQUECETUBA,08598480,-23.464615,-46.320171,,$,20,Típica do Norte,0.0,55,11.99,NÃO
Ane Doces,Rua Conquista,30,Estância Guatambu,ITAQUAQUECETUBA,08588665,-23.441357,-46.31281,,$,15,Doces & Bolos,0.0,0,,NÃO
Empório Forte & Ananias,Rua Guariri,74,Vila São Carlos,ITAQUAQUECETUBA,08599510,-23.463245,-46.334355,31778882000144,$,10,Brasileira,0.0,47,8.99,NÃO
Lyne Doces,Rua Farias Lemos,328,Parque Residencial Scaffid II,ITAQUAQUECETUBA,08587780,-23.4297,-46.30734,49339501000196,$,15,Doces & Bolos,0.0,0,,NÃO
Temperos da Dona Maria,Rua Henrique Dias,46,Jardim Altos de Itaquá,ITAQUAQUECETUBA,08598384,-23.464886,-46.327261,53409567000182,$,10,Brasileira,5.0,25,10.99,NÃO
Encanto Nordestino,Rua Andradina,21,Jardim Fiorelo,ITAQUAQUECETUBA,08570380,-23.480611,-46.37832,57508622000142,$,20,Brasileira,0.0,49,8.99,NÃO
Love Candy,Rua Desembargador Thrasybulo Pinheiro de Albuquerque,151,Cidade Kemel,SAO PAULO,08130120,-23.510213,-46.371008,62264327000128,$,10,Doces & Bolos,4.9,25,11.99,NÃO
Strogomania - Outlet Grande Sp,Estrada de São Bento,9550,Jardim Josely,ITAQUAQUECETUBA,08590315,-23.432006,-46.272559,23168269000349,$,30,Brasileira,4.5,0,,NÃO
Rd Lanches,Estrada São Carlos,130,Jardim Maria Rosa,ITAQUAQUECETUBA,08582725,-23.439027,-46.38177,50663701000189,$,0,Hambúrguer,0.0,0,,NÃO
Marmitaria da Rô,Rua Nossa Senhora do Perpétuo Socorro,202,Nossa Senhora do Carmo,ARUJA,07428020,-23.405864,-46.318707,39436809000104,$,22,Marmita,4.9,0,,NÃO
Food Black Belt 24 Horas,Estrada Água Chata,886,Água Chata,GUARULHOS,07251000,-23.448197,-46.400496,45610252000170,$,20,Brasileira,4.8,75,22,NÃO
Sublime Amor & Papel,Rua Recife,128,Jardim Anita,ITAQUAQUECETUBA,08573340,-23.493577,-46.349865,52109405000166,$,30,Presentes,0.0,43,4.99,NÃO
Bora Beber,Rua Imperatriz Dona Leopoldina,199,Pequeno Coração,ITAQUAQUECETUBA,08579630,-23.460718,-46.378508,50927048000118,$,0,Brasileira,0.0,52,13.99,NÃO
Big Pizzas e Esfihas,AVENIDA NORTE E SUL,20,CONJUNTO MARCOS FREIRE,GUARULHOS,07263600,-23.463817,-46.404076,51156907000185,$,20,Pizza,4.8,0,,NÃO
Pote Magico,Rua Araras,188,Jardim Nossa Senhora D'Ajuda,ITAQUAQUECETUBA,08577850,-23.488744,-46.360144,,$,5,Lanches,0.0,44,6.99,NÃO
Gl Burger,Rua Água Doce,4,Jardim Piatã A,MOGI DAS CRUZES,08774080,-23.464707,-46.28576,57514962000186,$,20,Lanches,0.0,0,,NÃO
Dina Ramos,Rua Rio Tamanduateí,113,Jardim Nova Itaquá,ITAQUAQUECETUBA,08599320,-23.470904,-46.344309,28460356000127,$,10,Brasileira,0.0,45,6.99,NÃO
Delicias da Gaby,Rua Luxemburgo,41,Jardim Adriane,ITAQUAQUECETUBA,08598720,-23.474404,-46.324316,60924908000113,$,20,Salgados,4.5,35,9.99,NÃO
Sem Massagem,rua,390,Jardim Sao Manoel,ITAQUAQUECETUBA,08580550,-23.456075,-46.346426,31468710000174,$,20,Hambúrguer,0.0,45,7,NÃO
Capitão Dad - Hamburgueria Artesanal/ Lanches/ Burguer,Rua Cachoeira Itaguassava,92,Jardim Noemia,SAO PAULO,08180100,-23.492684,-46.410461,43864209000106,$,20,Lanches,4.7,25,0,NÃO
Ricca Burger,Rua Dois,373,Residencial Flamboyant,ITAQUAQUECETUBA,08588168,-23.48752,-46.305491,46035831000108,$,20,Hambúrguer,0.0,54,12.99,NÃO
Laluah Doces e Lanches,Rua Paulo Menotti del Picchia,39,Jardim Moraes,ITAQUAQUECETUBA,08597716,-23.488758,-46.30611,45504216000122,$,10,Lanches,0.0,54,15.99,NÃO
"L&Rbolos,doces, sobremesa e mimos",R. Boiçuaíba,564,Jardim Helena,SAO PAULO,08090750,-23.480609,-46.418427,56217828000150,$,30,Doces & Bolos,4.8,0,,NÃO
Restaurante Monte Cruz,Rua Maria Pereira Spaolonzi,40,Cidade Miguel Badra,SUZANO,08690085,-23.495723,-46.315827,51258773000103,$,15,Brasileira,0.0,54,15.99,NÃO
Suzi Chocolates e confeitaria,Rua Brasília,415,Vila Miranda,ITAQUAQUECETUBA,08572630,-23.500529,-46.343885,27122838000104,$,16,Doces & Bolos,4.8,65,13.99,NÃO
Dedos de Mel - Doces,Rua Cruz e Souza,187,Parque Piratininga,ITAQUAQUECETUBA,08583390,-23.441148,-46.382736,63146387000109,$,25,Doces & Bolos,0.0,0,,NÃO
Owner Burger,Estrada do Marengo,147,Cidade Boa Vista,SUZANO,08693200,-23.500742,-46.300902,43465015000138,$,15,Lanches,4.8,45,16,NÃO
Restaurante da dona Edna ,Avenida Ítalo Adami,386,Vila Zeferina,ITAQUAQUECETUBA,08573000,-23.483698,-46.351084,33843188000199,$,10,Marmita,4.4,32,4.99,NÃO
Tentacione's Burguer's,Rua Álvaro de Carvalho,128,Jardim Maragogipe,ITAQUAQUECETUBA,08580270,-23.448881,-46.340209,,$,0,Lanches,5.0,75,16.99,NÃO
Hamburgueria Brasil,Estrada Alberto Hinoto,3883,Vila São Carlos,ITAQUAQUECETUBA,08599515,-23.458825,-46.331181,34053493000140,$,10,Lanches,0.0,49,10.99,NÃO
Açaí Bless Unidade Poá,Avenida Vital Brasil,1306,Jardim Violeta,POA,08557505,-23.509682,-46.345897,64301974000198,$,10,Açaí,1.0,57,0,NÃO
Açai Shake da Taty,Rua Silvia Teles,392,Jardim São Manoel,ITAQUAQUECETUBA,08580550,-23.456379,-46.346473,39144520000103,$,30,Açaí,5.0,41,10.99,NÃO
Delícias da Milla,Avenida Dalila,205,Jardim Margarida,MOGI DAS CRUZES,08772040,-23.487086,-46.286615,43938536000165,$,10,Doces & Bolos,0.0,0,,NÃO
Los Angeles Armazem,Estr. de Santa Isabel,1561,Vila Pedroso,ARUJA,07432575,-23.413407,-46.322647,42984322000324,$,10,Saudável,5.0,0,,NÃO
BETE SALGADOS,Avenida Maceió,223,Jardim Normandia,GUARULHOS,07252010,-23.445135,-46.402007,63039129000123,$,20,Brasileira,0.0,0,,NÃO
Massas Primo - Shop. Bonsucesso,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEIRA,5308,BONSUCESSO,GUARULHOS,07252000,-23.434482,-46.403239,24911124000197,$,20,Italiana,4.2,0,,NÃO
Restaurante Pão da Vida,R JUDITE RODRIGUES NORTE,106,JARDIM RENATA,ARUJA,07402010,-23.391261,-46.315217,32012951000177,$,10,Brasileira,5.0,0,,NÃO
