NOME,RUA,NUMERO,BAIRRO,CIDADE,CEP,LATITUDE,LONGITUDE,CNPJ,PRECO MEDIO,VALOR MINIMO,CATEGORIA,AVALIACAO,TEMPO ENTREGA,VALOR ORIGINAL,SUPER RESTAURANTE
Cariokinha Mix,R. Paraíso,47,Parque Recanto Monica,ITAQUAQUECETUBA,08592220,-23.467322,-46.288086,61926543000129,$,0,Lanches,5.0,0,,NÃO
Duburgs,Rua Cambará,798,Jardim Aracaré,ITAQUAQUECETUBA,08574150,-23.504943,-46.356113,32695907000109,$,10,Lanches,0.0,47,7.99,NÃO
Cuzcuz Nordestino,Rua Jacamim,60,Jardim Odete,ITAQUAQUECETUBA,08598373,-23.468322,-46.330016,,$,15,Lanches,0.0,0,,NÃO
Delicias da Mandy,Rua Praia Grande,76,Jardim Amanda Caiubi,ITAQUAQUECETUBA,08587120,-23.433276,-46.317348,,$,10,Doces & Bolos,0.0,0,,NÃO
Jujub's Lanchinhos,Rua Jamaica,180,Jardim São José,SUZANO,08695125,-23.495103,-46.284102,63141442000178,$,20,Lanches,4.8,0,,NÃO
Restaurante Gui,Avenida Marginal Dois,2708,Jardim Valparaíso,ITAQUAQUECETUBA,08577825,-23.500211,-46.351862,32724588000112,$,10,Marmita,0.0,46,7.99,NÃO
Hb Bolos e Docês,Rua Manoel Justino da Silva Filho,78,Cidade Miguel Badra,SUZANO,08690095,-23.493913,-46.315857,58621644000187,$,20,Doces & Bolos,0.0,0,,NÃO
Pizzaria Gringa,Rua Mirandópolis,239,Parque Recanto Mônica,ITAQUAQUECETUBA,08592000,-23.474142,-46.290315,58866192000101,$,30,Pizza,0.0,0,,NÃO
Doceria Colorê,Estrada Pinheirinho Novo,3201,Estância Paraíso,ITAQUAQUECETUBA,08588640,-23.473701,-46.296664,12706627000141,$,0,Doces & Bolos,5.0,0,,NÃO
Espetinhos Uniao,Rua União,495,Jardim América,POA,08555600,-23.510663,-46.350216,30666730000197,$,10,Brasileira,5.0,33,11.99,NÃO
Hummm Doceria,Rua Efigênia de Souza Conceição,109,Jardim Serra Dourada,ITAQUAQUECETUBA,08597755,-23.460052,-46.330679,21178812000100,$,10,Doces & Bolos,0.0,50,10.99,NÃO
Thita Potato,Rua Guaratuba,328,Jardim Altos de Itaquá,ITAQUAQUECETUBA,08598450,-23.46671,-46.320921,,$,20,Brasileira,0.0,50,10.99,NÃO
Pizzaria Brazão,Rua Porto Alegre,407,Parque Jandaia,GUARULHOS,07261080,-23.453314,-46.40393,63444110000162,$,30,Pizza,4.9,0,,NÃO
Açaí da Vila,Avenida Cruzeiro do Sul,7,Vila Celeste,ITAQUAQUECETUBA,08597210,-23.455508,-46.316799,39416501000199,$,10,Açaí,4.9,52,14.99,NÃO
Juli Donuts,R. Brg. José Vicente Faria Lima,32,Vila Zesuina,ITAQUAQUECETUBA,08570720,-23.481359,-46.355112,,$,25,Doces & Bolos,0.0,41,4.99,NÃO
Divino Cake Confeitaria,Rua Vilma aparecida de Souza n44,44,Jardim Margareth,SUZANO,08696450,-23.513397,-46.287476,59197782000143,$,30,Doces & Bolos,4.4,0,,NÃO
"Marmitex, Lanches e Salgados - Café do Bom",Estrada Presidente Juscelino Kubitscheck de Oliveira,7252,Jardim Albertina,GUARULHOS,07252000,-23.434768,-46.404219,60554472000118,$,25,Brasileira,4.0,0,,NÃO
Adonay Lanches,Rua Júlia,140,Vila Esperança,ITAQUAQUECETUBA,08570665,-23.477851,-46.358021,41214365000104,$,20,Salgados,4.3,44,6.99,NÃO
Dogão Salvou,Rua Alfredo Chaves,155,Parque Residencial Scaffid,ITAQUAQUECETUBA,08587848,-23.431393,-46.3142,,$,0,Lanches,4.5,0,,NÃO
T&ALanches,Rua Aurélio Perez,38,Jardim Odete II,ITAQUAQUECETUBA,08598595,-23.47127,-46.322747,,$,60,Hambúrguer,0.0,49,10.99,NÃO
Restaurante Mandacaru,Praça Juscelino Kubitschek,89,Jardim da Estação,ITAQUAQUECETUBA,08577390,-23.480431,-46.367811,15208321000153,$,9,Brasileira,4.7,35,7.99,NÃO
Angel's Burger,Rua Piraí,70,Jardim Aracaré,ITAQUAQUECETUBA,08572370,-23.494881,-46.339844,64133818000165,$,20,Hambúrguer,5.0,56,7.99,NÃO
"Doces, Bolos e Açaí da Kigelo",Rua Tupiniquins,245,Vila São Carlos,ITAQUAQUECETUBA,08599610,-23.459454,-46.333808,61069616000103,$,20,Doces & Bolos,5.0,49,10.99,NÃO
pesqueiro e piscina da babá ,Estrada São Caetano do Sul,1450,Parque Piratininga,ITAQUAQUECETUBA,08583000,-23.436877,-46.369273,,$,20,Brasileira,0.0,0,,NÃO
Açaí da Jeh,Rua Orlando Momento,281,Jardim Maria Rosa I,ITAQUAQUECETUBA,08582700,-23.448591,-46.366557,63924349000130,$,20,Açaí,4.7,57,11.99,NÃO
Maya Açaí,Rua São Francisco do Maranhão,88,Jardim Normandia,GUARULHOS,07252030,-23.447704,-46.403817,40023992000197,$,0,Brasileira,5.0,0,,NÃO
Restaurante Nord China,Rua Silvina Camargo,118,Vila Lima,ARUJA,07402135,-23.396969,-46.320427,28945785000194,$$$,30,Japonesa,4.9,0,,NÃO
Batatas Trindes - Restaurante,Rua Charles Miars Cooper,810,Parque Maria Helena,GUARULHOS,07261130,-23.448568,-46.401066,47556662000106,$,10,Lanches,0.0,0,,NÃO
Confeitaria Sonho de Mãe ,Rua Alasca,140,Jardim Bela Vista,POA,08557640,-23.509984,-46.347058,57279615000116,$,17,Doces & Bolos,5.0,47,8.99,NÃO
Açaí e Sorveteria Lucky,Rua Desembargador Isnard dos Reis,9,Cidade Kemel,SAO PAULO,08130000,-23.50042,-46.368792,60360760000131,$,20,Brasileira,4.6,45,5.99,NÃO
Fatia Doce,Estrada da Promissão,238,Jardim Carolina,ITAQUAQUECETUBA,08588310,-23.43305,-46.324666,62974749000197,$,15,Doces & Bolos,4.7,0,,NÃO
Pizzaria  Gabriela,Rua Nicarágua,19,Jardim Americano,ITAQUAQUECETUBA,08598790,-23.471798,-46.328169,47115314000101,$,20,Pizza,4.7,59,0,NÃO
Rhe Batata S,Rua São Judas Tadeu,265,Vila Japão,ITAQUAQUECETUBA,08599170,-23.464694,-46.345451,,$,20,Lanches,0.0,47,7.99,NÃO
Nana Gordelicias,R. Chapecó,359,Vila Itaqua Mirim,ITAQUAQUECETUBA,08588210,-23.435905,-46.321029,45712341000128,$,10,Pizza,5.0,0,,NÃO
Restaurante Monteiros,R. Rio Paraná,120,Jardim Nova Itaqua,ITAQUAQUECETUBA,08599310,-23.471322,-46.343831,47240071000125,$,10,Brasileira,5.0,35,6.99,NÃO
Lm Salgados,Rua Desembargador Breno Caramuru Teixeira,126,Cidade Kemel,SAO PAULO,08130310,-23.504847,-46.367895,58263438000142,$,20,Salgados,0.0,49,8.99,NÃO
Desejo Doce,Rua Santo Antônio,33,Pedreira,ITAQUAQUECETUBA,08572007,-23.49392,-46.338655,,$,20,Doces & Bolos,0.0,28,6.99,NÃO
delicia da gaby,Rua Amapá,337,Vila Ercília,ITAQUAQUECETUBA,08572800,-23.504801,-46.342391,58574778000194,$,35,Açaí,0.0,47,7.99,NÃO
Parada Nordestina ,Rua Arujá,180,Vila Monte Belo,ITAQUAQUECETUBA,08577330,-23.483398,-46.366952,52483798000173,$,18,Brasileira,4.5,36,6.99,NÃO
Meu Salgado Favorito,Estr. do Campo Limpo,2225,Res. Pamela,ITAQUAQUECETUBA,08596020,-23.471107,-46.303364,55584219000177,$,20,Salgados,0.0,0,,NÃO
Tangerina Gastro Bar - Outlet,Estrada de São Bento,9550,Jardim Josely,ITAQUAQUECETUBA,08590315,-23.432006,-46.272559,40492452000152,$,20,Carnes,0.0,0,,NÃO
Doces Gourmet,Rua Alto Brilhante,54,Jardim Santa Luiza,POA,08555135,-23.50962,-46.362427,61997065000148,$,0,Doces & Bolos,5.0,83,10.99,NÃO
Casa Burguer Vs,Rua do Esporte,175,Jardim Guaracy,GUARULHOS,07262208,-23.479677,-46.390539,54957588000103,$,20,Brasileira,5.0,90,24.99,NÃO
King Power,Avenida Kemel Addas,1098,Cidade Kemel,SAO PAULO,08130485,-23.503596,-46.366996,36886980000119,$,15,Pizza,0.0,60,3,NÃO
Jumor - Bolos & Doces,Rua Desembargador Cícero de Toledo Piza,179,Cidade Kemel,SAO PAULO,08130040,-23.511138,-46.369074,23929818000199,$,10,Doces & Bolos,0.0,49,9.99,NÃO
Pizzaria Bora Bora,avenida eldorado,992,Vila Gepina,ITAQUAQUECETUBA,08577020,-23.480934,-46.362616,26415830000173,$,40,Pizza,4.9,42,2.99,NÃO
Zeluma Drinks,Rua 13,79,Sítio São Francisco,GUARULHOS,07261350,-23.462421,-46.397307,60533187000110,$,20,Brasileira,0.0,0,,NÃO
Hortifruti Sacolão Domingos,Rua Cambará Orli,1421, Jardim Aracaré,ITAQUAQUECETUBA,08574150,-23.506039,-46.36296,48268695000113,$,25,Brasileira,4.8,28,8.99,NÃO
Cantinho Gourmet,Rua Neptuno,44,Vila Celeste,ITAQUAQUECETUBA,08597040,-23.460158,-46.316815,,$,10,Açaí,0.0,51,11.99,NÃO
GUERYS,RUA BELO JARDIM,71,PARQUE MACEDO,ITAQUAQUECETUBA,08595856,-23.470497,-46.306617,36883888000103,$,20,Doces & Bolos,0.0,53,14.99,NÃO
Torre do Açai,Avenida Maria do Socorro e Silva Bezerra,1406,Jardim Nova Cidade,GUARULHOS,07252300,-23.443772,-46.40657,53738624000177,$,10,Açaí,4.7,0,,NÃO
Açaí da Mendes,Estradas dos índios,309,Jardim Caiubi,ITAQUAQUECETUBA,08588380,-23.441608,-46.322519,,$,8,Açaí,0.0,0,,NÃO
Açai da Mavi,Rua Maria Helena do Carmo Milanda,47,Parque Rodrigo Barreto,ARUJA,07417255,-23.37907,-46.331363,57702434000150,$,20,Açaí,4.9,0,,NÃO
MK. Labshirts - Camisetas personalizadas.,Rua Albuquerque Lins,119,Vila Riman,ARUJA,07401360,-23.392254,-46.320256,,$,50,Presentes,0.0,0,,NÃO
Alemão Salgados,Avenida Doutor Almiro Leal da Costa,193,Jardim das Oliveiras,SAO PAULO,08122260,-23.495511,-46.377618,60760905000191,$,15,Salgados,4.7,55,9,NÃO
TimBurgue,Rua Marília,579,Vila Bartira,ITAQUAQUECETUBA,08532220,-23.481211,-46.372901,50395996000150,$,30,Lanches,0.0,47,7.99,NÃO
Big Fritas,Rua Borges de Barros,70,Parque Residencial Marengo,ITAQUAQUECETUBA,08594550,-23.486711,-46.299764,54202073000195,$,20,Variada,0.0,0,,NÃO
Mk Delivery,Travessa violeta roxa,6,Jardim Maria Rosa II,ITAQUAQUECETUBA,08582725,-23.442428,-46.368817,,$,5,Brasileira,0.0,0,,NÃO
Caipirinha Central gourmet ,Rua Mallet,160,Jardim Josely,ITAQUAQUECETUBA,08590370,-23.438754,-46.274085,59447024000136,$,22,Espanhola,0.0,0,,NÃO
Amordelicias Chocolates Artesanais,RUA SERTANEJA,391,JARDIM LUCIANA,ITAQUAQUECETUBA,08575470,-23.499751,-46.356208,35758737000152,$,10,Doces & Bolos,0.0,46,7.99,NÃO
Restaurante Adriano,Rua Alice Ramalho de Oliveira,89,Jardim Alice,GUARULHOS,07263380,-23.464355,-46.39828,53925505000123,$,10,Marmita,0.0,0,,NÃO
Vivaz Presentes,Estrada de São Bento,1170,Jardim Sao Paulo,ITAQUAQUECETUBA,08598465,-23.462144,-46.320476,,$,30,Brasileira,0.0,50,10.99,NÃO
Salty Gourmet Pimentas,Rua 1,56,Conjunto Marcos Freire,GUARULHOS,07263605,-23.46472,-46.400035,53582955000160,$,15,Salgados,4.9,0,,NÃO
Almoço marmitex delícias do Thi,Rua Neptuno,895,Vila Celeste,ITAQUAQUECETUBA,08597040,-23.457712,-46.317526,63033970000103,$,15,Marmita,0.0,0,,NÃO
Ne Divino Sabor ,Rua Recife,179,Jardim Anita,ITAQUAQUECETUBA,08573340,-23.493872,-46.350252,43247762000108,$,20,Doces & Bolos,0.0,23,6.99,NÃO
Snoop Dogs,Rua Orlando Momento,244,Jardim Maria Rosa,ITAQUAQUECETUBA,08582700,-23.449002,-46.366583,57520141000152,$,10,Pastel,0.0,51,11.99,NÃO
Açai do Araujo's,Rua Braúna,211,Jardim Zélia,ITAQUAQUECETUBA,08575340,-23.498592,-46.361747,,$,10,Açaí,0.0,46,7.99,NÃO
Cantina Varanda da Vila Marmita,Avenida Presidente Tancredo Neves,931,Estação,ITAQUAQUECETUBA,08571000,-23.486728,-46.346564,62136552000189,$,20,Marmita,0.0,25,0,NÃO
Cantinho da Vó,Estr. São Carlos,25,Maria rosa ll,ITAQUAQUECETUBA,08578000,-23.443916,-46.373926,,$,10,Marmita,0.0,0,,NÃO
Pagotto's Burg's e Sorteve's,Rua Cambuci,75,Jardim Odete,ITAQUAQUECETUBA,08598372,-23.468888,-46.328656,42462979000160,$,20,Lanches,5.0,49,8.99,NÃO
Comidaria Grill,Rua Taguaí,100,Vila Gepina,ITAQUAQUECETUBA,08577240,-23.479256,-46.364946,63399747000184,$,14,Brasileira,5.0,20,0,NÃO
Sodiê Doces - Itaquaquecetuba,Av. Italo Adami,201,Vl Zeferina,ITAQUAQUECETUBA,08573000,-23.482245,-46.351696,26505093000108,$$$,20,Doces & Bolos,4.7,25,4.99,NÃO
Re Salgados,Rua Uruguaiana,40,Jardim Goncalves,ITAQUAQUECETUBA,08573660,-23.492441,-46.348235,11478425000127,$,25,Salgados,4.8,70,6,NÃO
Sabor de Casa,R. Feliz,12,Jardim Sao Paulo,ITAQUAQUECETUBA,08598570,-23.467732,-46.31739,51551557000151,$,18,Brasileira,0.0,52,12.99,NÃO
Gr Espetaria e Choperia,Avenida River,424,Água Chata,GUARULHOS,07251370,-23.441891,-46.389135,59574485000170,$,20,Brasileira,0.0,0,,NÃO
Lanche Hot Burger 323  - Burguer - Hot Dog - Açaí - Delivery Rápido ,Rua Rio Tamanduateí,323,Jardim Nova Itaquá,ITAQUAQUECETUBA,08599320,-23.470316,-46.342178,61570048000120,$,25,Lanches,4.9,52,6,NÃO
Daniel's Burger,Avenida Miguel Badra,1383,Cidade Miguel Badra,SUZANO,08690010,-23.498074,-46.316293,53544691000150,$,20,Lanches,0.0,100,22,NÃO
Acai Isaac e Sophia,Rua Maruim,75,Jardim Normandia,GUARULHOS,07252050,-23.447643,-46.400987,42156132000157,$,10,Açaí,0.0,0,,NÃO
Restaurante e Pizzaria Vitória,Rua Terra Boa,157,Estância Fraternidade,ITAQUAQUECETUBA,08589020,-23.441419,-46.30424,64338235000170,$,20,Brasileira,0.0,0,,NÃO
Sabores de Itaqua,Rua Quinta do Sol,387,Jardim Tropical,ITAQUAQUECETUBA,08582650,-23.450414,-46.365944,34810286000192,$,20,Brasileira,0.0,51,11.99,NÃO
Marmita do Rei - Marmitex ,Rua Dom Pedro I,143,Vila Júlia,POA,08551050,-23.523531,-46.347658,42427917000117,$,20,Brasileira,4.3,45,32.9,NÃO
Realeza do Sabor,Rua Uruguaiana,228,Jardim Gonçalves,ITAQUAQUECETUBA,08573660,-23.492291,-46.346326,,$,20,Pastel,0.0,40,0,NÃO
Doces Paixão,Rua Marcelino Fernandez,3535,Vila Monte Belo,ITAQUAQUECETUBA,08577600,-23.495988,-46.369395,,$,10,Doces & Bolos,0.0,47,7.99,NÃO
Lanches MK ,Avenida Kemel Addas,1380,Cidade Kemel,SAO PAULO,08130485,-23.501091,-46.367249,54364603000100,$,0,Lanches,0.0,47,0,NÃO
Agatha Santana,Rua Hortência Rosa,51,Parque Viviane II,ITAQUAQUECETUBA,08582866,-23.455409,-46.361801,,$,25,Doces & Bolos,0.0,49,8.99,NÃO
Hope Variedades - Eletrônicos,Avenida Luiz Maria Fernandes,271,Jardim Fernandes,SUZANO,08693650,-23.496559,-46.301991,42551541000158,$,30,Brasileira,0.0,0,,NÃO
Gaúcho Lanches e Churrasco,Rua Florindo Felipe,185,Jardim Alice,GUARULHOS,07263440,-23.463637,-46.39579,64401439000109,$,12,Brasileira,0.0,0,,NÃO
VI Açaí,Rua Rio de Janeiro,630,Vila Miranda,ITAQUAQUECETUBA,08572610,-23.501309,-46.343486,54065168000104,$,15,Açaí,0.0,47,7.99,NÃO
Pizzaria Paparazo,R. Poá,87,Jardim Valparaiso,ITAQUAQUECETUBA,08577840,-23.493414,-46.361691,55340481000176,$,20,Pizza,0.0,46,7.99,NÃO
Açaiteria Sollevami,Estrada Presidente Juscelino Kubitschek de Oliveira,3000,Jardim Albertina,GUARULHOS,07252000,-23.45269,-46.40656,40194111000109,$,10,Açaí,0.0,0,,NÃO
House Açaí dos belos,Avenida Córrego Tijuco Preto,198,Jardim das Oliveiras,SAO PAULO,08122000,-23.499217,-46.380073,53781607000112,$,15,Brasileira,4.8,0,,NÃO
Chef das Estrelas - Alta Gastronomia,Rua Honduras,1445,Jardim Mônica,ITAQUAQUECETUBA,08584360,-23.429177,-46.344522,38364810000108,$,20,Brasileira,0.0,0,,NÃO
"Bolos Caseiros da Nalva, Bolos Sem Glúten e Lactose",RUA URUANA,419,JARDIM VIOLETA,POA,08555500,-23.508894,-46.351645,55083825000109,$,10,Doces & Bolos,5.0,35,8.99,NÃO
Pizzaria Aliança,Rua Itapeva,146,Vila Bartira,ITAQUAQUECETUBA,08577510,-23.482281,-46.371182,,$,20,Pizza,0.0,46,7.99,NÃO
 Pizzaria sabor paraense ,Rua dos Desenhistas,243,Jardim Itaquá,ITAQUAQUECETUBA,08580060,-23.448123,-46.34527,44867637000155,$,38,Brasileira,0.0,51,11.99,NÃO
Cozinha Artezanal,Rua Desembargador Áureo Cerqueira Leite,175,Cidade Kemel,SAO PAULO,08130410,-23.502687,-46.370305,33870492000125,$,10,Doces & Bolos,0.0,47,8.99,NÃO
Op Hamburgueria,Rua Santa Catarina,90,Morro Branco,ITAQUAQUECETUBA,08572430,-23.497703,-46.347746,62067991000187,$,20,Lanches,0.0,45,6.99,NÃO
Estação do Pastel,R. Quênia,144,Jardim São José,SUZANO,08695160,-23.496776,-46.280259,50496500000134,$,30,Pastel,4.8,0,,NÃO
Delicias da Nanaa Confeitaria,R. 25,125,Conj. Marcos Freire,GUARULHOS,07263725,-23.462666,-46.404891,55883973000108,$,20,Doces & Bolos,4.5,0,,NÃO
Planet Burger,Rua Pirajú,130,Vila Monte Belo,ITAQUAQUECETUBA,08577770,-23.487932,-46.362226,60524393000164,$,40,Lanches,0.0,40,6,NÃO
StrogoHouse - Strogonoff Express,Rua José Antônio de Oliveira,76,Água Chata,GUARULHOS,07251002,-23.434895,-46.401791,46770944000149,$,10,Marmita,0.0,0,,NÃO
Santini Massas,Rua Manoel José Luz,20,Jardim Ferrão,GUARULHOS,07252140,-23.449615,-46.407431,46012259000153,$,18,Italiana,0.0,0,,NÃO
Salsa e Canela Restaurante,rua prudente de morais,86,centro,ARUJA,07400500,-23.396704,-46.322529,49324129000144,$$,0,Brasileira,4.7,0,,NÃO
soverteria amaral,Estrada Valter da Silva Costa,221,Jardim Fiorelo,ITAQUAQUECETUBA,08570370,-23.477778,-46.36689,54619356000137,$,15,Sorvetes,0.0,47,7.99,NÃO
Pastel Reis,Rua Lídia Ferraz Araújo,280,Jardim São Fernando,FERRAZ DE VASCONCELOS,08541350,-23.518619,-46.375376,38039122000164,$,20,Pastel,4.9,42,12.99,NÃO
Point do Açaí,Rua Padre Santiago,41,Jardim Carolina,ITAQUAQUECETUBA,08588360,-23.432766,-46.322133,14415393000109,$,11,Açaí,0.0,90,20,NÃO
Açaí do Lk,Rua Fortaleza de Minas,627,Jardim São Paulo,ITAQUAQUECETUBA,08598550,-23.464312,-46.317419,55732248000139,$,20,Açaí,0.0,52,12.99,NÃO
Bolo da Jú - Confeiteira Artesanal,R. Cosme e Damião,90,Res. Furtuna,ITAQUAQUECETUBA,08598724,-23.468981,-46.317838,,$,20,Brasileira,0.0,51,11.99,NÃO
Maná Doces,Rua Vinte e Nove de Junho,586,Vila Vermont,ITAQUAQUECETUBA,08572120,-23.489809,-46.336481,,$,15,Doces & Bolos,0.0,45,6.99,NÃO
Bela Maloca Steakhouse e Sushi Bar,Rua Nossa Senhora de Lourdes,390,Nossa Senhora do Carmo,ARUJA,07428000,-23.407965,-46.315575,08411764000181,$,20,Carnes,4.7,0,,NÃO
Lunna Personalizados,Rua Professor Alceu Salvarani,454,Cidade Miguel Badra,SUZANO,08690075,-23.497448,-46.311604,51928902000123,$,20,Brasileira,0.0,53,14.99,NÃO
Ladicasa Marmitex,Avenida Ítalo Adami,134,Vila Ursulina,ITAQUAQUECETUBA,08574020,-23.502451,-46.349697,53191368000140,$,21,Brasileira,0.0,50,0,NÃO
Kelcake Doces e Salgado,Rua Siqueira Campos,177,Jardim Rincão,ARUJA,07400470,-23.398639,-46.322109,62616285000147,$,20,Doces & Bolos,5.0,0,,NÃO
Thi Salgados Itaquá,Estrada do Preju,630,Mandi,ITAQUAQUECETUBA,08596440,-23.487385,-46.314924,49510203000117,$,10,Salgados,0.0,55,16.99,NÃO
Pizzaria e Esfiharia Sofia 2,Rua Orlando Fava,113,Jardim Dona Benta,SUZANO,08694460,-23.501005,-46.297015,45382097000182,$,0,Pizza,0.0,0,,NÃO
Magic Mate,Avenida Ítalo Adami,661,Vila Zeferina,ITAQUAQUECETUBA,08573000,-23.486096,-46.349031,50602080000123,$,10,Lanches,0.0,41,4.99,NÃO
Elis Açaí,Estrada Takashi Kobata,466,Jardim Europa,SUZANO,08696040,-23.503955,-46.292411,62592641000130,$,14,Açaí,4.9,0,,NÃO
101 Coxinhas Stella,Rua José Inácio Gomes,744,Parque Jurema,GUARULHOS,07244270,-23.452588,-46.415778,62226523000108,$,29,Salgados,4.7,0,,NÃO
Pastelaria do Ceará,Rua Baruel,1003,Jardim Paulista,SUZANO,08675238,-23.548608,-46.310565,45078552000150,$,20,Pastel,4.8,0,,NÃO
Canto do Açaí,Rua Adelino Fontoura,89,Parque Piratininga,ITAQUAQUECETUBA,08583220,-23.445576,-46.378423,,$,14,Açaí,0.0,0,,NÃO
Açai Dubom,Avenida Humberto de Campos,264,Parque Residencial Marengo,ITAQUAQUECETUBA,08594410,-23.493658,-46.29946,,$,0,Açaí,0.0,0,,NÃO
Sm's Burguer,Estr. Promissão,855,Jardim Carolina,ITAQUAQUECETUBA,08588310,-23.431486,-46.319646,46452091000105,$,0,Lanches,0.0,0,,NÃO
Açaí do Nonô,Estrada dos Índios,556,Jardim Amanda Caiubi,ITAQUAQUECETUBA,08587000,-23.440516,-46.3209,61484573000122,$,15,Açaí,5.0,0,,NÃO
Big Burguer,Rua Lucas Garcez,34,Jardim Morada Feliz,ITAQUAQUECETUBA,08585025,-23.429265,-46.349696,51690624000119,$,20,Hambúrguer,0.0,0,,NÃO
Restaurante Marmitex Lajota ,R. Ferraz de Vasconcelos,308,Vila Monte Belo,ITAQUAQUECETUBA,08577540,-23.484487,-46.373172,51088076000151,$,10,Brasileira,0.0,47,0,NÃO
Adega H&m,Rua Rio Negro,411,Jardim Nova Itaquá,ITAQUAQUECETUBA,08599280,-23.472494,-46.343216,,$,20,Variada,0.0,45,6.99,NÃO
Amor em Camadas,Rua Jaguarão,83,Morro Branco,ITAQUAQUECETUBA,08573720,-23.493293,-46.345136,,$,20,Doces & Bolos,0.0,44,6.99,NÃO
Oh My Donuts!,R. Brauna,415,Jardim Zelia,ITAQUAQUECETUBA,08575340,-23.496947,-46.361929,53912113000120,$,10,Doces & Bolos,0.0,45,6.99,NÃO
Confeitaria Jacy Cakes,Rua Eça de Queiroz,163,Parque Piratininga,ITAQUAQUECETUBA,08583440,-23.442414,-46.383229,33630327000104,$,20,Doces & Bolos,0.0,0,,NÃO
Pizza Melo's - Pizzaria - Pizza Doce - Pizza Trem - Delivery,Rua Paraná,11,Vila Miranda,ITAQUAQUECETUBA,08573009,-23.501227,-46.34964,61473747000151,$,30,Pizza,4.6,34,0,NÃO
Casa de Carnes Deus e Fiel Cupom de R$10,AVENIDA JOAQUIM MANOEL DE MACEDO,743,PARQUE RESIDENCIAL MARENGO,ITAQUAQUECETUBA,08594500,-23.485871,-46.298423,62490417000137,$,10,Carnes,5.0,0,,NÃO
Pizzaria Rei,Estrada Pedro da Cunha Albuquerque Lopes,2223,Perobal,ITAQUAQUECETUBA,08584584,-23.421005,-46.349405,55040193000104,$,0,Pizza,4.7,0,,NÃO
Oliveira Doces & Bolos,Rua Presidente João Goulart,119,Jardim Horto do Ipê,ITAQUAQUECETUBA,08593485,-23.477965,-46.292619,35540526000149,$,10,Doces & Bolos,0.0,0,,NÃO
Pizzaria Oliveira,R. Alvarenga Peixoto,117,Jardim Altos de Itaqua,ITAQUAQUECETUBA,08598412,-23.466679,-46.322906,54959873000155,$,20,Pizza,5.0,120,9,NÃO
Maná - Confeitaria,Rua Benedita Maria Barbosa Souza,146,Vila Pilar,ARUJA,07401755,-23.384776,-46.314588,63500806000169,$,10,Doces & Bolos,4.9,0,,NÃO
Top's Marmitex,Rua Paraíso,357,Quinta da Boa Vista (Residencial),ITAQUAQUECETUBA,08597627,-23.456532,-46.320497,,$,22,Marmita,0.0,0,,NÃO
The Burguer,Avenida das Monções,1150,Parque Recanto Monica,ITAQUAQUECETUBA,08592150,-23.461864,-46.285521,52066980000129,$,20,Hambúrguer,0.0,0,,NÃO
Coxinha Brasil Arujá,Rua Silvina de Camargo,68,Vila Lima,ARUJA,07402135,-23.396612,-46.319841,37453569000112,$,28,Salgados,3.6,0,,NÃO
Day Doces,RUA SERRA DE BRAGANCA,233,Jardim São Jerônimo,ITAQUAQUECETUBA,08581350,-23.460401,-46.351945,,$,10,Doces & Bolos,0.0,49,10.99,NÃO
Ely Açaí e Sorvetes,Rua Castroville,91,Parque Residencial Califórnia,ITAQUAQUECETUBA,08584260,-23.426741,-46.346108,24069929000135,$,15,Açaí,5.0,0,,NÃO
De Pai Para Filho Salgados,Rua Centenário,380,Parque Jandaia II,GUARULHOS,07261630,-23.459619,-46.402109,35834488000137,$,30,Salgados,4.6,0,,NÃO
Confeitaria da Thay,Rua Alpine,113,Parque Residencial Califórnia,ITAQUAQUECETUBA,08584240,-23.426491,-46.34771,44400550000173,$,15,Doces & Bolos,4.9,0,,NÃO
Pastel da Vania,Estrada São Joaquim da Barra,27,Parque Piratininga II,ITAQUAQUECETUBA,08583802,-23.434735,-46.376365,62335289000157,$,10,Pastel,4.9,0,,NÃO
Restaurante e Adega Central,Rua Central,320,Jardim Nápoli I,ITAQUAQUECETUBA,08595625,-23.477519,-46.317984,,$,10,Brasileira,0.0,52,12.99,NÃO
Sabor Familiar - Marmitex,Rua Itapuí,330,Vila Gepina,ITAQUAQUECETUBA,08577060,-23.480587,-46.35983,,$,18,Brasileira,0.0,24,6.99,NÃO
Chamada do Açaí,Rua Ipiau,1,Vila Esperança,ITAQUAQUECETUBA,08570663,-23.478519,-46.360442,61606198000146,$,9,Açaí,5.0,44,6.99,NÃO
Tempero Mãe e Filha,Rua Suzano,1401,Vila Monte Belo,ITAQUAQUECETUBA,08577520,-23.493107,-46.365228,58992566000127,$,25,Marmita,4.4,46,7.99,NÃO
Adega Lj,Rua Santa Catarina,348,Morro Branco,ITAQUAQUECETUBA,08572430,-23.49726,-46.344286,59493854000108,$,20,Brasileira,0.0,45,6.99,NÃO
Disk Marmitaria - Comida Caseira,Rua Desembargador Isnard dos Réis,1100,Cidade Kemel,SAO PAULO,08130000,-23.509093,-46.367109,60520229000189,$,25,Marmita,3.5,62,8.99,NÃO
Bar a Lanchonete Thais Andrade,Rua Petrônio Portela,130,Jardim Patrícia,ITAQUAQUECETUBA,08584160,-23.422895,-46.350305,52342208000192,$,10,Brasileira,0.0,0,,NÃO
